計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","李德貴","國立成功大學","中央研究院地球科學研究所","從湖泊沉積物磁性代用指標特徵研究兩萬年來東亞季風之變遷","2013/08/01~2014/07/31","908000"
"102","李德章","國立成功大學","中央研究院生物醫學科學研究所","多重藥物抗性醣蛋白質抑制DNA修復之調控路徑及抗癌藥物研發(3/3)","2013/05/01~2014/04/30","3350000"
"102","李德章","國立成功大學","中央研究院生物醫學科學研究所","確立IFIT1基因家族為口腔鱗狀細胞癌轉移生物指標(2/3)","2013/08/01~2014/07/31","1800000"
"102","李為民","中華學校財團法人中華科技大學","中華學校財團法人中華科技大學機械工程系","配置多極法求解聲場幅射與散射問題","2013/08/01~2014/07/31","540000"
"102","李為堯","實踐大學","實踐大學應用外語學系","威廉．華茲渥斯與頌體傳統","2013/08/01~2014/07/31","237000"
"102","李治安","國立政治大學","國立政治大學法律科際整合研究所","著作權侵害認定之研究","2013/08/01~2014/07/31","601000"
"102","李治綱","南臺科技大學","南臺科技大學行銷與流通管理系暨研究所","捷運系統效率與穩定度最佳平衡模式之研發","2013/08/01~2014/07/31","394000"
"102","李貽恆","國立成功大學","國立成功大學醫學系內科學科","凝血脢調節素在血管動脈硬度中的角色(3/3)","2013/08/01~2014/07/31","2050000"
"102","李沿儒","真理大學","真理大學資訊管理學系","商業生態系統演化個案與擴散模型: 平台、互補與利害關係人的互依關係","2013/08/01~2014/07/31","286000"
"102","李秀敏","真理大學","中央研究院分子生物研究所","蛋白質分送運輸至葉綠體的機制(5/5)","2013/08/01~2014/07/31","4600000"
"102","李秀如","慈濟學校財團法人慈濟大學","慈濟學校財團法人慈濟大學社會工作學系","我們如何教小孩？-台灣與婚姻移民來源國女性教養態度的比較研究","2013/08/01~2014/07/31","261000"
"102","李秀香","國立臺灣大學","國立臺灣大學醫學院分子醫學研究所","微管結合蛋白在神經元樹突修剪機制之研究","2013/08/01~2014/07/31","1400000"
"102","李秀珠","國立臺灣大學","財團法人國家衛生研究院生技與藥物研究所","以化學探針探討娃兒藤生物鹼之生物標靶_兼研究娃兒藤生物鹼對其生物標靶之影響在抗癌機轉之角色","2013/08/01~2016/07/31","5160000"
"102","李秀雲","國立中正大學","國立中正大學經濟學系","異質性個人、教育投資、與經濟成長","2013/08/01~2014/07/31","520000"
"102","李仁愛","臺北醫學大學","臺北醫學大學藥學系（所）","Metformin（滅糖敏錠）對大鼠腎損傷之蛋白質體的影響","2013/08/01~2014/07/31","820000"
"102","李仁豪","中山醫學大學","中山醫學大學心理學系（所）（臨床組）","BFI人格量表中文化及相關五大人格特質量表信效度研究","2013/08/01~2014/07/31","361000"
"102","李仁軍","中山醫學大學","海軍軍官學校電機系","掌靜脈識別系統之影像擷取裝置設計與靜脈特徵擷取之研究","2013/08/01~2014/07/31","562000"
"102","李仁盛","長庚大學","長庚大學通識教育中心","光感應生物可分解性標靶藥物載體合成及其應用研究","2013/08/01~2014/07/31","908000"
"102","李仁淼","國立中正大學","國立中正大學法律學系","教師身分保障制度之研究－以我國教師法上「行為不檢有損師道」為線索","2013/08/01~2014/07/31","450000"
"102","李心儀","臺北市立大學","臺北市立大學","數學解題回顧教學對九年級學生數學解題表現之影響","2013/08/01~2014/07/31","415000"
"102","李心予","國立臺灣大學","國立臺灣大學生命科學系","建立CTGF研究試劑平台以研究消化道癌細胞轉移機制(3/3)","2013/05/01~2014/04/30","3000000"
"102","李心予","國立臺灣大學","國立臺灣大學生命科學系","生物內生性戴奧辛分子之鑑識研究","2013/08/01~2014/07/31","1138000"
"102","李寄嵎","國立臺灣大學","國立臺灣大學地質科學系暨研究所","大陸東南地區中生代下火山岩系之地球化學，定年學及大地構造意義","2013/08/01~2014/07/31","1245000"
"102","李雄","國立中央大學","國立中央大學機械工程學系","超塑成形工法設計及求證以製作民航客機之機翼前緣整流罩","2013/08/01~2016/07/31","2196000"
"102","李雄略","國立清華大學","國立清華大學動力機械工程學系","蜻蜓飛行時前後翅流場之交互作用研究","2013/08/01~2014/07/31","609000"
"102","李毅郎","國立交通大學","國立交通大學資訊工程學系（所）","子計畫三：在圖形處理單元平台上針對繞線演算法的平行化最佳化研究(3/3)","2013/05/01~2014/07/31","1248000"
"102","李雅靖","國立中山大學","國立中山大學傳播管理研究所","企業以顧客為中心的永續行銷傳播與效果之研究","2013/09/01~2015/08/31","1036000"
"102","李雅婷","國立屏東教育大學","國立屏東教育大學教育學系","學校日常生活之美育課程美感經驗探究","2013/08/01~2014/07/31","350000"
"102","李雅芬","國立屏東教育大學","稻江科技暨管理學院休閒遊憩與旅運管理學系","遊憩區山崩易損性及風險評估方法之研究","2013/08/01~2014/07/31","696000"
"102","李勇達","輔仁大學","輔仁大學學校財團法人輔仁大學數學系（所）","建構一個有結構的 Krylov 分解的穩定計算方法","2013/08/01~2014/07/31","311000"
"102","李勇毅","輔仁大學","國立自然科學博物館生物學組","以分子細胞遺傳技術評估蝴蝶蘭之種間雜交育種的成效","2013/08/01~2016/07/31","4768000"
"102","李應德","國立臺灣海洋大學","國立臺灣海洋大學河海工程學系","零場積分法求解含圓形與橢圓形置入物之磁電彈問題","2013/10/01~2014/07/31","509000"
"102","李曉青","國立高雄應用科技大學","國立高雄應用科技大學國際企業系","廣告訊息框架和消費者調節焦點之廣告效果整合研究","2013/08/01~2015/07/31","815000"
"102","李曉暉","國立陽明大學","國立陽明大學生命科學系暨基因體科學研究所","Shp2調控細胞內張力以因應外在物理性刺激之機制探討","2013/08/01~2016/07/31","5700000"
"102","李泉","國立中央大學","國立中央大學機械工程學系","電漿聚合PMMA薄膜製程與特性與其應用於細胞組織培養之研究","2013/08/01~2014/07/31","888000"
"102","李秉乾","逢甲大學","逢甲大學土木工程學系","以經驗法建構廣域坡地崩塌機率模式之研究","2013/08/01~2014/07/31","768000"
"102","李俊儀","國立臺北大學","國立臺北大學師資培育中心","科技整合數學教學看法問卷之開發-以AMA在台灣與大陸兩地培訓課程為例","2013/11/01~2014/10/31","340000"
"102","李俊耀","中原大學","中原大學電機工程學系","電動機繞線絕緣破壞之量測與分析","2013/06/01~2014/05/31","630000"
"102","李俊億","國立臺灣大學","國立臺灣大學醫學院法醫學科","建立X-STR單倍型鑑定系統解決具X染色體關連性親緣鑑定之研究","2013/08/01~2014/07/31","1150000"
"102","李俊霖","國立臺東大學","國立臺東大學生命科學系","開發具改善對 Aβ 誘發腦部損傷與記憶學習能力障礙之預防效果功能之益生菌發酵豆奶與功效成分之發酵製程","2013/11/01~2014/10/31","863000"
"102","李俊鴻","國立東華大學","國立東華大學自然資源與環境學系","森林生態系統服務功能評價與生態補償機制探討(I)","2013/08/01~2014/07/31","925000"
"102","李俊豪","元智大學","元智大學社會暨政策科學學系","臺灣的鄰里環境與個人主觀幸福感","2013/08/01~2014/07/31","456000"
"102","李俊佳","輔英科技大學","輔英科技大學資訊管理系","結合體感認知學習科技於臨床護理實作教育訓練支援系統(G-NETS)之發展","2013/08/01~2014/07/31","626000"
"102","李俊宏","國立高雄應用科技大學","國立高雄應用科技大學電機工程系","一個應用於電池交換站管理自動化平台之巨量資料探勘技術開發","2013/11/01~2014/10/31","530000"
"102","李俊宏","國立高雄應用科技大學","國立高雄應用科技大學電機工程系","一個以社群訊息語料庫建構之Event Ontology技術應用於緊急災難應變之開發研究","2013/08/01~2014/07/31","651000"
"102","李俊福","國立中央大學","國立中央大學環境工程研究所","雙重功能層柱改質黏土之製備與吸持特性研究","2013/08/01~2016/07/31","2934000"
"102","李俊增","國立高雄大學","國立高雄大學政治法律學系","自主性與自我再製觀點下之規制－論Teubner反思(身)法理論之發展與建構","2013/08/01~2014/07/31","276000"
"102","李俊憲","國立高雄師範大學","國立高雄師範大學數學系（所）","複雜異質網路上的疾病傳染動態系統之研究","2013/08/01~2014/07/31","469000"
"102","李俊德","明新科技大學","明新科技大學國際企業系","風險會影響一國的貨幣需求函數嗎?","2013/08/01~2014/07/31","393000"
"102","李俊仁","國立臺灣師範大學","國立臺灣師範大學教育心理與輔導學系（所）","建立國小原民學童閱讀能力檢測、學習以及師資培育的數位平台","2013/08/01~2017/07/31","11000000"
"102","李俊毅","國立臺灣科技大學","國立臺灣科技大學材料科學與工程系","聚乳酸紡織品技術開發計畫﹝II﹞","2013/10/01~2014/09/30","750000"
"102","李俊毅","國立臺灣科技大學","國立臺灣科技大學材料科學與工程系","靜電紡絲金屬奈米纖維網格高性能透明電極的之研究","2013/08/01~2014/07/31","1266000"
"102","李俊賢","國立中央大學","國立中央大學資訊管理學系","複數型Type-2模糊系統之研究","2013/08/01~2014/07/31","589000"
"102","李俊賢","國立高雄師範大學","國立高雄師範大學人力與知識管理研究所","職場無禮、職場友誼為前因的職家互涉對工作者及其配偶的外溢-跨越(Spilloevr-Crossover)效應研究","2013/08/01~2014/07/31","534000"
"102","李泊諺","國立臺中教育大學","國立臺中教育大學文化創意產業設計與營運學系","社會資本之結構鑲嵌與關係鑲嵌對知識原型學習、動態能力發展關係研究: 以國際market vs. hierarchy多單位組織(multiunit organizations)實證比較","2013/08/01~2014/07/31","264000"
"102","李瓊莉","國立政治大學","國立政治大學國際關係研究中心","東協在美國亞太戰略的地位：美國菁英認知的影響","2013/08/01~2015/07/31","986000"
"102","李介仁","國立成功大學","國立成功大學化學系（所）","奈米生物分析介面於生物分子感測及生醫應用","2013/10/01~2015/07/31","5529000"
"102","李介至","中州學校財團法人中州科技大學","中州學校財團法人中州科技大學幼兒保育系","從時間動機觀點檢測主動/被動拖延者在不同期限壓力之行為反應及與學業浮流之關係變化","2013/08/01~2014/07/31","399000"
"102","李友錚","中華大學","中華大學科技管理學系（所）","在不確定情況下進行贏得智慧型手機訂單之模糊認知圖分析-以宏達電為例","2013/08/01~2014/07/31","350000"
"102","李立鼎","逢甲大學","逢甲大學材料科學與工程學系","環境友善性綠色高分子摻合體之研究: 含天然多酚類摻合體之相容性、分子間作用力、結晶行為與熔融現象之探討","2013/08/01~2014/07/31","1192000"
"102","李立安","逢甲大學","財團法人國家衛生研究院環境衛生與職業醫學研究組","女性肺腺癌: 雌激素與二手煙對細胞型態轉化之影響","2013/08/01~2014/07/31","1020000"
"102","李立仁","國立臺灣大學","國立臺灣大學醫學院解剖學暨細胞生物學科暨研究所","自閉症相關基因Dlgap2 and Fbxo25剔除小鼠之特性並篩檢治療自閉症藥物之分子標靶(2/3)","2013/08/01~2014/07/31","1400000"
"102","李立仁","國立臺灣大學","國立臺灣大學醫學院解剖學暨細胞生物學科暨研究所","與神經發育相關之精神疾病的發病機制研究 －Disc1基因突變、先天環境問題與早期不良經驗的交互作用","2013/08/01~2016/07/31","3810000"
