計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","陳建志","弘光科技大學","弘光科技大學生物科技系（所）","白蓮蕉塊根與葉部之活性成分研究","2013/08/01~2014/07/31","900000"
"102","陳建信","國立虎尾科技大學","國立虎尾科技大學機械設計工程系","奈米流體在微流道內之流動與熱傳性能探究","2013/08/01~2014/07/31","827000"
"102","陳建旭","國立成功大學","國立成功大學工業設計學系（所）","觸控介面下擴增實境的虛擬觸覺研究 (III)","2013/08/01~2014/07/31","620000"
"102","陳建旭","國立交通大學","國立交通大學電子與資訊研究中心","錳鍺半導體特性之研究","2013/08/01~2014/07/31","833000"
"102","陳建仲","國立聯合大學","國立聯合大學能源工程學系","薄膜式固態超級電容製作","2013/08/01~2014/07/31","955000"
"102","陳建勳","國立聯合大學","中央研究院生物醫學科學研究所","第一型極性情感性精神疾病患者之幻聽全基因體掃描研究","2013/08/01~2014/07/31","1220000"
"102","陳建勳","國立聯合大學","財團法人國家實驗研究院台灣海洋科技研究中心","南海底棲有孔蟲群聚組成與多樣性研究(1/3)","2013/08/01~2014/07/31","1400000"
"102","陳建勳","長榮大學","長榮大學資訊管理系","植基於網路服務的工作流程管理系統","2013/06/01~2014/05/31","282000"
"102","陳建添","國立清華大學","國立清華大學化學系（所）","?並環和環戊二烯並[b]吩?吩之順式二苯乙烯-芴螺旋混成體作為染敏光電池材料之研究","2013/08/01~2016/07/31","2651000"
"102","陳建添","國立清華大學","國立清華大學化學系（所）","以alpha-芳香基-alpha-重氮酯和二乙烯酮來合成治療中樞神經系統失調症藥物之研究(1/2)","2013/06/01~2014/05/31","562000"
"102","陳任之","國立中興大學","國立中興大學機械工程學系（所）","含不確定參數的轉動結構之振動分析","2013/08/01~2015/07/31","2008000"
"102","陳旻政","國立中興大學","財團法人國家實驗研究院奈米元件實驗室","一種利用隨機電報雜訊量測方法對金屬矽化物能障降低製程所導致的接面缺陷之定量化探討","2013/08/01~2014/07/31","735000"
"102","陳旻志","南華大學","南華大學文學系（所）","文士階層神聖文化人格積澱模式之研究","2013/08/01~2014/07/31","307000"
"102","陳添福","國立交通大學","國立交通大學資訊工程學系（所）","子計畫一：適用於智慧視覺晶片系統之可超寬調壓記憶體系統及虛擬平台設計","2013/08/01~2016/07/31","3007000"
"102","陳添福","國立交通大學","國立交通大學資訊工程學系（所）","總計畫暨子計畫二：綠色微雲伺服系統晶片之新興記憶體與儲存架構(3/3)","2013/05/01~2014/07/31","5730000"
"102","陳韻晶","國立清華大學","國立清華大學生物醫學工程研究所","探討抑制CXCR4/ SDF-1α對腫瘤微環境的影響並提升Sorafenib於肝細胞癌之療效","2013/10/01~2015/07/31","1650000"
"102","陳韻如","國立清華大學","中央研究院基因體研究中心","阿茲海默症的乙型類澱粉蛋白多倍體化之單分子研究","2013/08/01~2014/07/31","1620000"
"102","陳韻如","國立中興大學","國立中興大學應用經濟學系（所）","瘦肉精事件對台灣肉類需求變化之研究","2013/08/01~2014/07/31","456000"
"102","陳韻如","國立臺北大學","國立臺北大學社會學系","婦女運動發展與年輕女性主義世代","2013/08/01~2015/07/31","1954000"
"102","陳淼勝","南華大學","南華大學企業管理學系管理科學博士班","耐久性新產品各時點之最適價格控制模式- Bass diffusion model 的延伸","2013/08/01~2014/07/31","372000"
"102","陳壽安","國立清華大學","國立清華大學化學工程學系（所）","高分子與奈米粒子混成太陽能電池之基礎研究(1/3)","2013/08/01~2014/07/31","1892000"
"102","陳巽璋","淡江大學","淡江大學電機工程學系","結合混合式非補零展頻碼的多輸入-多輸出分碼多工系統之適應性半盲蔽式通道估測器設計","2013/08/01~2014/07/31","596000"
"102","陳姿君","東吳大學","東吳大學德國文化學系","基於語料庫的翻譯語言特徵研究: 德中平行語料庫的建置與分析","2013/08/01~2014/07/31","403000"
"102","陳姿青","朝陽科技大學","朝陽科技大學應用外語系","台灣研究生的英文期刊論文閱讀理解障礙與策略","2013/08/01~2014/07/31","349000"
"102","陳懿芬","義守大學","義守大學生物醫學工程學系","AIM2 在三陰性乳癌中所扮演的角色","2013/08/01~2014/07/31","900000"
"102","陳響亮","國立成功大學","國立成功大學製造資訊與系統研究所","射出成型機智慧型雲端生產資訊監控管理系統之設計與實作","2013/08/01~2014/07/31","859000"
"102","陳駿","國立屏東教育大學","國立屏東教育大學先進薄膜製程學士學位學程","新穎材料於強關聯系統之侷化與能帶電子結構研究","2013/08/01~2014/07/31","795000"
"102","陶振超","國立交通大學","國立交通大學傳播與科技學系","3D立體視訊觀影經驗：認知取徑媒體研究之觀點","2013/08/01~2015/07/31","1220000"
"102","陶宏麟","東吳大學","東吳大學經濟學系（所）","身高與教育成就、職業及所得之關係 - 台灣的實證研究","2013/08/01~2014/07/31","682000"
"102","陶斐克","國立交通大學","國立交通大學電子與資訊研究中心","在通道訊息不匹配下的適應性通訊系統分析","2013/01/01~2013/08/31","545000"
"102","陶德福","城市學校財團法人臺北城市科技大學","城市學校財團法人臺北城市科技大學資訊工程系","應用微電腦於自動化洗衣機測試系統設計","2013/11/01~2014/10/31","460000"
"102","陶金旺","國立宜蘭大學","國立宜蘭大學電機工程學系（所）","子計畫四: 機器動物族群資料處理及控制中心","2013/08/01~2016/07/31","2183000"
"102","陶秘華","國立宜蘭大學","中央研究院生物醫學科學研究所","研究肝癌放射治療引發的遠端轉移癌抑制效果：作用機制和增進腫瘤免疫效果的策略","2013/08/01~2014/07/31","1000000"
"102","陸清達","亞洲大學","亞洲大學資訊傳播學系","藉由諧波頻譜重建改善語音增強後處理系統之效能","2013/08/01~2014/07/31","590000"
"102","陸清松","長庚大學","長庚大學神經科","從小鼠模式到病人:發展全新之18F-DTBZ正子影像作為追蹤PARK6及PARK8帕金森病神經退化的生物標記(子計畫三)(3/3)","2013/08/01~2014/07/31","2000000"
"102","陸嘉真","輔仁大學","輔仁大學學校財團法人輔仁大學呼吸治療學系","自然殺手細胞對於宿主防禦分枝桿菌感染之機制探討","2013/08/01~2014/07/31","1020000"
"102","陸怡琮","國立屏東教育大學","國立屏東教育大學教育心理與輔導學系","子計畫一：提昇原住民學童科學閱讀能力之研究","2013/08/01~2017/07/31","3000000"
"102","陸大安","國立中央大學","國立中央大學物理學系","探討在藍寶石基板上石墨烯與二硫化鉬薄膜之成長","2013/08/01~2016/07/31","3378000"
"102","陸大榮","國立中興大學","國立中興大學化學系（所）","新不對稱合成方法之研究","2013/08/01~2014/07/31","900000"
"102","陸天堯","國立臺灣大學","國立臺灣大學化學系暨研究所","梯芃：不止於模擬DNA化學","2013/08/01~2014/07/31","4000000"
"102","陸振岡","國立臺灣海洋大學","國立臺灣海洋大學水產養殖學系","抗菌應用於化妝品產品(3/3)","2013/06/01~2013/12/31","1000000"
"102","陸行","國立政治大學","國立政治大學應用數學學系","肝病支援診斷行動應用系統","2013/06/01~2014/05/31","470000"
"102","陸汝斌","國立成功大學","國立成功大學醫學系精神科","促進神經保護劑對第二型雙極症憂鬱期之治療: 情緒穩定劑併用Dextromethorphan、memantine或二者合用?(1/3)","2013/02/01~2014/01/31","2000000"
"102","陸瑞漢","國立高雄海洋科技大學","國立高雄海洋科技大學電訊工程系","超高頻電子標籤用多頻可重置天線設計","2013/11/01~2014/10/31","430000"
"102","陸健榮","國立臺灣師範大學","國立臺灣師範大學物理學系（所）","光波與光子相關之基礎物理教學實驗研發","2013/08/01~2014/07/31","504000"
"102","陸敬互","元智大學","元智大學資訊傳播學系（所）","基於移轉式與主動式學習在跨人與跨環境之多人動態智慧家庭下之情境感知調適性強化技術","2013/08/01~2014/07/31","552000"
"102","陸敬忠","中原大學","中原大學宗教研究所","體系詮釋學與文化際哲學：從存有學至方法學  （III-II）","2013/08/01~2014/07/31","465000"
"102","陸鵬舉","國立成功大學","國立成功大學航空太空工程學系（所）","血管自動調適機制之仿生離體實驗模擬","2013/08/01~2014/07/31","831000"
"102","陸開泰","國防大學","國防大學化學及材料工程學系","奈米金屬微粒粉塵爆炸特性及臨界爆炸機制之研究","2013/08/01~2014/07/31","623000"
"102","陸開泰","國防大學","國防大學化學及材料工程學系","彈藥庫安全量距縮短技術之研究","2013/01/01~2013/12/31","787000"
"102","陸林天","靜宜大學","靜宜大學財務與計算數學系（所）","徑向基函數之理論及應用","2013/08/01~2014/07/31","216000"
"102","陸冠群","大同大學","大同大學機械工程學系","可穿戴式全身型動力輔助機械裝研發(II)","2013/08/01~2014/07/31","778000"
"102","陸曉筠","國立中山大學","國立中山大學海洋環境及工程學系（所）","恆春半島西部海岸城鄉發展與變遷模式","2013/08/01~2016/07/31","2442000"
"102","陸駿逸","國立臺灣大學","國立臺灣大學化學系暨研究所","多層微脂囊動力學與手徵共聚高分子層狀液晶相","2013/08/01~2016/07/31","2129000"
"102","陽毅平","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","電動車複合動力及智慧節能安全操控系統之研發(2/3)","2013/08/01~2014/07/31","1154000"
"102","隋中興","國立臺灣大學","國立臺灣大學大氣科學系暨研究所","東亞區域水循環與其伴隨氣候暖化之反應(5/5)","2013/08/01~2014/07/31","6784000"
"102","雷伯瑞","國立臺灣大學","海軍軍官學校電機系","設計與研發船舶移動行為監測與異常行為偵測平台","2013/08/01~2014/07/31","503000"
"102","雷伯薰","國立虎尾科技大學","國立虎尾科技大學光電工程系","以不同表面處理方式提昇氮化銦鎵/氮化鎵藍色發光二極體之效能","2013/08/01~2014/07/31","795000"
"102","雷欽隆","國立臺灣大學","國立臺灣大學電機工程學系暨研究所","子計畫四：巨量資料處理之隱私續存協定與安全機制研發及其在電信服務之應用","2013/08/01~2016/07/31","2411000"
"102","雷衛台","國立清華大學","國立清華大學動力機械工程學系","創新直接姿態迴授CNC 工具機研發","2013/08/01~2015/07/31","1585000"
"102","雷衛台","國立清華大學","國立清華大學動力機械工程學系","多通道即時網路驅動CNC 控制器研發(1/2)","2013/11/01~2014/10/31","2591000"
"102","雷衛台","國立清華大學","國立清華大學動力機械工程學系","高速高精五軸CNC控制核心功能研發(1/3)","2013/11/01~2014/10/31","3020000"
"102","雷松亞","國立清華大學","國立清華大學服務科學研究所","好習慣和壞習慣：科技相關之習慣和成癮的實證研究","2013/08/01~2014/07/31","754000"
"102","雷碧琦","國立臺灣大學","國立臺灣大學外國語文學系暨研究所","莎士比亞戲劇演出資料庫之理論探究與應用工具研發","2013/08/01~2015/07/31","2348000"
"102","雷曉方","國立成功大學","國立成功大學電機工程學系（所）","具語音增強功能之多通道數位助聽器設計(I)","2013/08/01~2014/07/31","709000"
"102","霍夫曼","國立清華大學","國立清華大學物理學系（所）","單分子自旋元件的製作","2013/08/01~2016/07/31","9367000"
"102","霍斯科","國立交通大學","國立交通大學電子工程學系及電子研究所","半導體奈米體中的自旋軌道偶和及等效Lande因子","2013/08/01~2015/07/31","1302000"
"102","霍德義","國立陽明大學","國立陽明大學藥理學研究所","探討ASH2L在調控基因記碼與肝臟分化之調控角色","2013/08/01~2016/07/31","3700000"
"102","靳子蓉","中國醫藥大學","中國醫藥大學中醫學系","利用人造油體技術開發特用表達系統平台生產具活性的α-醯胺化小胜?","2013/08/01~2014/07/31","1200000"
"102","靳宗洛","國立臺灣大學","國立臺灣大學植物科學研究所","阿拉伯芥超氧歧化?活化機制之研究","2013/08/01~2016/07/31","5377000"
"102","靳宗洛","國立臺灣大學","國立臺灣大學植物科學研究所","阿拉伯芥熱休克因子結合蛋白對於熱逆境之生理功能研究(1/3)","2013/08/01~2014/07/31","1380000"
"102","韋光華","國立交通大學","國立交通大學材料科學與工程學系（所）","以分子建構含石墨烯電極之高分子太陽能電池之界面與形態(3/3)","2013/08/01~2014/05/31","7020000"
"102","韋煙灶","國立臺灣師範大學","國立臺灣師範大學地理學系（所）","清代台灣漢人移民原鄉與現在語種分佈之關係 (I)","2013/08/01~2014/07/31","1015000"
"102","韋文誠","國立臺灣大學","國立臺灣大學材料科學與工程學系暨研究所","低碳生質燃料之氣化反應及結合固態燃料電池之基礎研究","2013/08/01~2015/07/31","1769000"
"102","韋安琪","國立中央大學","國立中央大學能源工程研究所","側聚光式平面光學太陽能電池系統","2013/08/01~2014/07/31","995000"
"102","韋保羅","國立中央大學","中央研究院植物暨微生物學研究所","植物可調節性代謝和逆境耐受性之分子機轉","2013/08/01~2016/07/31","5700000"
"102","韓謝忱","國立中央大學","國立中央大學有機太陽電池研究量測實驗室","以緩衝層表面自組裝改質控制主動層排列之高效率串座型有機太陽能電池研究","2013/08/01~2015/07/31","620000"
"102","韓永祥","國立臺灣科技大學","國立臺灣科技大學電機工程系","利用錯誤更正碼在無線感測網路位置偵測之研究","2013/08/01~2016/07/31","2722000"
"102","韓永楷","國立清華大學","國立清華大學資訊工程學系（所）","有效搜尋多版本文件之索引設計","2013/08/01~2016/07/31","2499000"
"102","韓鴻志","中國醫藥大學","中國醫藥大學病理科","以上皮-間質轉換之基因為標靶 開發抑制肝纖維化之phthalide 藥物","2013/08/01~2014/07/31","1000000"
"102","韓欽銓","國立聯合大學","國立聯合大學資訊工程學系","以最近特徵空間嵌入方法為基礎之物件辨識","2013/08/01~2014/07/31","862000"
"102","韓欽銓","國立聯合大學","國立聯合大學資訊工程學系","整合視覺特徵與生理資料，進行個人情緒評估與生理狀態分類","2013/11/01~2014/10/31","636000"
"102","韓政良","中原大學","中原大學化學系","以醣分子為架構之有機催化試劑開發及不對稱合成的應用","2013/11/01~2015/07/31","3385000"
"102","韓南偉","德明財經科技大學","德明財經科技大學財務金融系(科)","不確定死亡率之下的最適人壽保險與消費投資選擇","2013/08/01~2014/07/31","521000"
"102","韓幸紋","淡江大學","淡江大學會計學系","部分負擔調整對弱勢族群就醫行為之影響","2013/08/01~2014/07/31","439000"
"102","韓玉山","國立臺灣大學","國立臺灣大學漁業科學研究所","台灣四種鰻苗來游機制之研究","2013/08/01~2016/07/31","4800000"
"102","韓斌","國立中興大學","國立中興大學精密工程研究所","導光板散射能力資料庫建置與開發","2013/06/01~2014/05/31","418000"
"102","韓宗甫","東南科技大學","東南科技大學企業管理系","優勢移轉及不同需求型態下之二階供應鏈賽局分析","2013/08/01~2014/07/31","318000"
"102","韓岱君","國立高雄大學","國立高雄大學應用物理學系（所）","低維度鎵鐵氧體的製作及其磁性、電性與多鐵性質之研究","2013/08/01~2016/07/31","3046000"
"102","韓傳祥","國立清華大學","國立清華大學計量財務金融學系","投資組合違約機率估計的一些研究：程式分析，GPU 平行化運算，以及實證資料分析","2013/08/01~2014/07/31","469000"
"102","韓貴香","淡江大學","淡江大學通識與核心課程中心","謙虛對成就者和讚美者面子感受的影響","2013/08/01~2014/07/31","395000"
"102","韓德生","國立臺灣大學","國立臺灣大學醫學院(附設醫院北護分院)復建部","類固醇導致肌肉萎縮之機轉研究與透過調控肌抑素之可能療法","2013/08/01~2014/07/31","813000"
"102","韓僑權","國立臺灣大學","國立海洋生物博物館生物組","恆春半島西部溪流、溼地和河口的生態監測","2013/08/01~2016/07/31","3768000"
"102","韓志翔","國立政治大學","國立政治大學企業管理學系","公司治理，企業社會責任與財務績效：以人力資本為調節因素","2013/08/01~2014/07/31","264000"
"102","韓保中","國立中央大學","國立中央大學客家政治經濟研究所","地方政府創新治理之研究：以桃園縣為例(I)","2013/08/01~2014/07/31","331000"
"102","韓可宗","國立勤益科技大學","國立勤益科技大學景觀系","實質環境（自然程度、內容組成、氣象狀況）、身體活動（體能、頻率、強度、時間長短）以及社會互動（夥伴、擁擠程度）對情緒與頭腦認知之影響","2013/08/01~2014/07/31","566000"
"102","項天瑞","國立臺灣科技大學","國立臺灣科技大學資訊工程系","行動雲端應用中之使用者群組規劃研究","2013/08/01~2014/07/31","737000"
"102","項千芸","中國醫藥大學","中國醫藥大學微生物學科","新穎糖尿病胜藥物之研究(2/3)","2013/05/01~2014/04/30","2565000"
"102","顏耀平","靜宜大學","靜宜大學應用化學系","以Schiff-base當架構研發能用肉眼及螢光雙重功能來辨識陰、陽離子之新偵測劑","2013/08/01~2014/07/31","600000"
"102","顏嘉惠","銘傳大學","銘傳大學國際企業學系（所）","以知識分享與團購意願探討社群網站之集體黏性意願","2013/08/01~2015/07/31","905000"
"102","顏國樑","國立新竹教育大學","國立新竹教育大學教育與學習科技學系","十二年國民基本教育政策規劃之研究","2013/08/01~2014/07/31","498000"
"102","顏國欽","國立中興大學","國立中興大學食品暨應用生物科技學系（所）","天然酚類化合物抑制尿酸鹽誘導發炎體活化機轉之研究","2013/08/01~2016/07/31","5400000"
"102","顏昌華","國立臺中科技大學","國立臺中科技大學休閒事業經營系","(子計畫五)城市大型國際活動之經濟永續性評估","2013/01/01~2013/12/31","525000"
"102","顏昌華","國立臺中科技大學","國立臺中科技大學休閒事業經營系","團體旅遊之顧客合作行為--量表發展與實證研究","2013/08/01~2014/07/31","316000"
"102","顏明賢","崑山科技大學","崑山科技大學材料工程系(所)","塞二唑雜環染料混成二氧化矽與二氧化鈦材料之研究","2013/06/01~2014/05/31","440000"
"102","顏崑陽","淡江大學","淡江大學中國文學學系","「詩比興」的言語倫理功能及效用","2013/08/01~2014/07/31","649000"
"102","顏君毅","國立東華大學","國立東華大學自然資源與環境學系","北印度地區(庫曼-喜馬拉雅及岡嘎盆地)之現今地表變形及其地體構造意義","2013/08/01~2014/07/31","1631000"
"102","顏愛靜","國立政治大學","國立政治大學地政學系","原住民保留地、永續農業、土地使用管制與部落發展之困境與契機-以新竹縣尖石鄉泰雅族為例(I～III)","2013/01/01~2013/12/31","995000"
"102","顏愛靜","國立政治大學","國立政治大學地政學系","土地倫理、農業多功能性與永續農業政策之研究－兼論德國巴伐利亞邦城鄉規劃、農業環境政策之借鑑","2013/08/01~2016/07/31","7362000"
"102","顏怡文","國立臺灣科技大學","國立臺灣科技大學材料科學與工程系","應用於3D IC構裝中Cu/Sn/Ni三明治結構界面反應與新式3D IC構裝接合技術之研究","2013/08/01~2014/07/31","929000"
"102","顏錦柱","樹德科技大學","樹德科技大學電腦與通訊系（所）","基於混沌編碼之高安全性電子鎖設計與應用","2013/11/01~2014/10/31","370000"
"102","顏錦柱","樹德科技大學","樹德科技大學電腦與通訊系（所）","混合型混沌密碼系統設計及在非理想通道下之性能分析","2013/08/01~2014/07/31","408000"
"102","顏木田","華梵大學","華梵大學機電工程學系","應用微線切割放電加工製作多晶鑽石輪刀","2013/08/01~2014/07/31","476000"
"102","顏木田","華梵大學","華梵大學機電工程學系","線切割放電加工智慧型控制系統研發","2013/08/01~2015/07/31","1161000"
"102","顏昭文","城市學校財團法人臺北城市科技大學","城市學校財團法人臺北城市科技大學機械工程系","機車無段變速系統散熱系統製作計畫","2013/08/01~2014/07/31","504000"
"102","顏進儒","國立臺灣海洋大學","國立臺灣海洋大學航運管理學系","考慮成本、需求與市場因素的機場定價","2013/08/01~2016/07/31","2674000"
"102","顏伶汝","國立臺灣海洋大學","財團法人國家衛生研究院細胞及系統醫學研究所","前列腺素(PGs)在誘導性多功能幹細胞衍生之間葉幹細胞免疫調控的角色--子計畫三(3/3)","2013/10/01~2014/09/30","2400000"
"102","顏伶汝","國立臺灣海洋大學","財團法人國家衛生研究院細胞及系統醫學研究所","基質細胞分泌之Wnt ligands在大腸癌 b-catenin 訊息路徑的互動(3/3)","2013/08/01~2014/07/31","1900000"
"102","顏鴻森","國立成功大學","國立成功大學機械工程學系（所）","整合旋轉電機與齒輪傳動機構之創新構形設計","2013/08/01~2016/07/31","3049000"
"102","顏欽堉","國立成功大學","奇美醫療財團法人奇美醫院牙醫部","利用生物資訊整合miRNA微陣列與cDNA微陣列資料去發現基因表現交互作用與單一核?酸多型性交互作用的口腔癌生物標記條碼","2013/08/01~2014/07/31","870000"
"102","顏乃欣","國立政治大學","國立政治大學心理學系","數學運算能力個人差異的基礎之研究─記憶更新能力對運算能力的影響","2013/08/01~2014/07/31","712000"
"102","顏克典","正修科技大學","正修科技大學休閒與運動管理系","不同運動模式營造老年族群健康生活型態之研究-身體活動量、自主神經調控與生活品質綜合探討","2013/08/01~2014/07/31","543000"
"102","顏敏仁","中國文化大學","中國文化大學推廣教育部國際企業管理學系碩士在職專班","跨國聯盟專案系統動態風險管理模式建構-以能源科技廠房工程設計管理為應用案例","2013/08/01~2015/07/31","953000"
"102","顏佐榕","中國文化大學","中央研究院統計科學研究所","以時間事件資料來估計網絡結構","2013/11/01~2015/07/31","577000"
"102","顏聖紘","國立中山大學","國立中山大學生物科學系（所）","以蝶斑蛾屬的系統發育格局探討性雙型性演化起源假說及擬態系統之演化","2013/08/01~2016/07/31","4260000"
"102","顏汝芳","國立臺北大學","國立臺北大學統計學系","最適資本結構偏離程度與公司內部現金政策之探討","2013/11/01~2014/10/31","669000"
"102","顏瑞鴻","慈濟學校財團法人慈濟大學","慈濟學校財團法人慈濟大學分子生物暨人類遺傳學系（所）","多酚類植化素影響肝細胞PCSK9基因表達與調節低密度脂蛋白膽固醇代謝之分子研究","2013/08/01~2016/07/31","4435000"
"102","顏瑞泓","國立臺灣大學","國立臺灣大學農業化學系暨研究所","本土異化性金屬還原菌  Shewanella spp. 還原重金屬及降解有機污染物應用之研究","2013/08/01~2014/07/31","980000"
"102","顏正芳","高雄醫學大學","高雄醫學大學醫學系精神科","高功能自閉症光譜疾患青少年校園霸凌經驗：盛行率、危險因子、與臨床精神病理的關連性、發展介入策略","2013/08/01~2016/07/31","2769000"
"102","顏正賢","高雄醫學大學","高雄醫學大學醫學研究所","經parvovirus B19-NS1、-VP1和-VP2轉導之THP-1細胞，其TNFα之表觀基因變化和信息傳導路徑","2013/08/01~2016/07/31","3450000"
"102","顏健富","國立清華大學","國立清華大學中國文學系（所）","晚清文學的「非洲」書寫","2013/08/01~2016/07/31","1843000"
"102","顏豪呈","遠東科技大學","遠東科技大學光電工程系","短時程人工光源組合刺激牛樟菌成長之強健性設計","2013/08/01~2014/07/31","472000"
"102","顏聰榮","大同大學","大同大學生物工程學系","結合細胞石英晶片與電阻抗晶片之感測系統可即時監控癌細胞之生長","2013/08/01~2014/07/31","1038000"
"102","顏幸月","世新大學","世新大學日本語文學系","好的日語教師必備行動特質之研究─比較高中與大學的日語教師和學生之想法","2013/08/01~2014/07/31","250000"
"102","顏智英","國立臺灣海洋大學","國立臺灣海洋大學共同教育中心","宋詩海洋書寫研究","2013/08/01~2014/07/31","380000"
"102","顏美媛","國立臺灣海洋大學","臺北榮民總醫院眼科部","OPA1穩定粒線體核仁構形及粒線體生物能量的分子機轉的探討","2013/08/01~2014/07/31","860000"
"102","顏宏愷","美和學校財團法人美和科技大學","美和學校財團法人美和科技大學生物科技系","發展多重即時及多重反轉錄即時基因定量技術偵測台灣淡水藍綠菌產毒及產臭功能性基因之研究","2013/08/01~2014/07/31","1415000"
"102","顏宏元","國立中央大學","國立中央大學地球科學系","利用重力與地震資料探討中央山脈南段之地下構造（II）","2013/08/01~2014/07/31","1300000"
"102","顏宏元","國立中央大學","國立中央大學地球科學系","土石流預警系統建置 －利用密集地震網即時判定大型山崩之位置及規模(II)","2013/08/01~2014/12/31","4999000"
"102","顏宏偉","東海大學","東海大學化學工程與材料工程學系","兩段式pH控制以及以黏度控制菌體形態對於Streptomyces hygroscopicus生產rapamycin之研究","2013/08/01~2015/07/31","1820000"
"102","顏宏偉","東海大學","東海大學化學工程與材料工程學系","固定化菌體之ABE發酵-以生質柴油同步萃取丁醇之研究","2013/01/01~2013/12/31","800000"
"102","顏宏融","中國醫藥大學","中國醫藥大學中醫學系","中藥紫檀氏調節CD4 TH17免疫力與自體免疫疾病的功能與機轉研究","2013/08/01~2016/07/31","3750000"
"102","顏宗海","長庚大學","長庚大學醫學系","巴拉刈及有機磷農藥中毒生物標記檢定和死亡率的相關性","2013/08/01~2014/07/31","700000"
"102","顏妙璇","國立臺灣師範大學","國立臺灣師範大學科學教育研究所","閱讀社會性科學議題文本時的證己偏誤之眼動軌跡研究","2013/08/01~2014/07/31","617000"
"102","顏妙芬","國立成功大學","國立成功大學護理系（所）","重要關鍵人幫忙關係對慢性腎臟病患者健康生活型態及生活品質之影響：長期追蹤研究","2013/08/01~2016/07/31","3947000"
"102","顏增昌","國立中興大學","國立中興大學應用數學系（所）","雲端運算省電機制之實作與最佳化分析","2013/08/01~2014/07/31","483000"
"102","顏溪成","國立臺灣大學","國立臺灣大學化學工程學系暨研究所","鋰離子電池之極限放電速率之研究(II)","2013/01/01~2013/12/31","800000"
"102","顏維謀","國立臺北科技大學","國立臺北科技大學能源與冷凍空調工程系（所）","CO2在增強型地熱系統取熱之研究(Ⅰ)","2013/05/01~2014/04/30","2585000"
"102","顏家鈺","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","即時眼壓監控系統(2/3)","2013/08/01~2014/07/31","4929000"
"102","顏家鈺","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","總計畫暨子計畫一：微型複眼鏡頭陣列之影像對位及系統整合(2/3)","2013/08/01~2014/07/31","2514000"
"102","顏家瑞","國立成功大學","國立成功大學醫學系內科學科","發展新穎分子抗癌藥物 (Integrins αvβ3, α5β1, and αvβ5-specific drugs)治療肝細胞癌臨床應用性探討","2013/08/01~2014/07/31","980000"
"102","顏秀崗","國立中興大學","國立中興大學材料科學與工程學系（所）","以電化學方法表面改質及藥物披覆於鎂合金-應用於生醫領域","2013/08/01~2016/07/31","3810000"
"102","顏秀崗","國立中興大學","國立中興大學材料科學與工程學系（所）","電化學製備生醫陶瓷塗層修飾鈦及鈦合金表面牙冠及牙科植入材","2013/11/01~2014/10/31","915000"
"102","顏秀娟","長庚大學","長庚大學醫學生物技術暨檢驗學系","人類COQ5蛋白在有內生性輔?Q10含量變化之粒線體功能缺陷和氧化壓力狀況下所扮演之角色","2013/08/01~2016/07/31","3360000"
"102","顏秀珍","銘傳大學","銘傳大學資訊工程學系（所）","探勘多維度不同時段的高效益商品組合之研究","2013/08/01~2014/07/31","499000"
"102","顏郁芳","國立金門大學","國立金門大學企業管理學系","脈絡觀點下高績效人力資源管理措施、華人關係與組織績效之關聯性研究","2013/08/01~2014/07/31","294000"
"102","顏郁人","遠東科技大學","遠東科技大學資訊管理系","雲端學習應用於導覽解說實務之課程發展與教學實驗之研究","2013/08/01~2014/07/31","449000"
"102","顏瓊芬","靜宜大學","靜宜大學生態人文學系","藉由地方本位永續實踐方案提升偏鄉學童之科學學習－－以生物多樣性為核心","2013/08/01~2016/07/31","3247000"
"102","顏淑惠","淡江大學","淡江大學資訊工程學系","利用Z-score於Social Force Model的即時異常事件偵測","2013/08/01~2014/07/31","594000"
"102","顏裕庭","淡江大學","中央研究院生物醫學科學研究所","Ankrd17在血管發育中對血管平滑肌細胞分化及塑形之調節","2013/08/01~2016/07/31","5130000"
"102","顏志達","國立虎尾科技大學","國立虎尾科技大學電機工程系","ZigBee網路環境建置與LED植物生長燈之整合研究","2013/11/01~2014/10/31","300000"
"102","顏盟峰","國立成功大學","國立成功大學財務金融研究所","探討技術交易規則對GARCH模型是否具有增額預測能力-以外匯波動度為例","2013/08/01~2014/07/31","343000"
"102","顏信輝","淡江大學","淡江大學會計學系","會計資訊品質特性關係之探討：以模糊容忍度為調節變數","2013/08/01~2014/07/31","559000"
"102","顏賢章","國立成功大學","國立成功大學生理學研究所","FoxO訊息傳遞中軸的表觀遺傳功能於控制老化和腫瘤之探討","2013/02/01~2014/01/31","1180000"
"102","顏賢章","國立成功大學","國立成功大學生理學科暨研究所","JAK/STAT訊息傳遞網路在先天免疫系統中的表觀遺傳控制之探討(1/2)","2013/10/01~2014/09/30","499000"
"102","顏若芳","國立臺灣大學","國立臺灣大學醫學院放射線科","氟-18-膽鹼正子造影在追蹤攝護腺癌復發的臨床運用:和攝護腺特異性抗原動態變化的相關性及與磁振造影的比較/加值性","2013/08/01~2014/07/31","700000"
